f(GHz)	  e'	  e"	  u'	  u"	tan_e	tan_u	  RL	RL_med	 Zin	 S11	 S21	   A	   R	   T	 SEt	 SEr	 SEa	SEmr
11.63	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.23	-3.20	0.69	0.97	0.11	0.04	0.95	0.01	16.34	12.98	5.83	-2.47
11.64	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.23	-3.20	0.68	0.97	0.11	0.04	0.95	0.01	16.38	13.03	5.83	-2.48
11.65	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.23	-3.20	0.67	0.98	0.11	0.04	0.95	0.01	16.42	13.08	5.83	-2.48
11.66	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.22	-3.20	0.67	0.98	0.11	0.04	0.95	0.01	16.47	13.12	5.83	-2.48
11.67	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.22	-3.20	0.66	0.98	0.11	0.04	0.95	0.01	16.51	13.17	5.82	-2.49
11.68	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.22	-3.20	0.65	0.98	0.11	0.04	0.95	0.01	16.55	13.21	5.82	-2.49
11.69	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.22	-3.20	0.64	0.98	0.11	0.03	0.95	0.01	16.59	13.26	5.82	-2.49
11.70	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.22	-3.20	0.64	0.98	0.11	0.03	0.95	0.01	16.63	13.30	5.82	-2.49
11.71	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.21	-3.20	0.63	0.98	0.11	0.03	0.95	0.01	16.67	13.35	5.82	-2.50
11.72	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.21	-3.20	0.62	0.98	0.11	0.03	0.95	0.01	16.71	13.39	5.82	-2.50
11.73	-0.07	0.00	-0.07	0.00	-0.08	-0.08	-0.21	-3.20	0.61	0.98	0.11	0.03	0.95	0.01	16.75	13.44	5.81	-2.50
11.74	-0.07	0.00	-0.07	0.00	-0.07	-0.07	-0.21	-3.20	0.61	0.98	0.11	0.03	0.96	0.01	16.79	13.48	5.81	-2.50
11.75	-0.07	0.00	-0.07	0.00	-0.07	-0.07	-0.20	-3.20	0.60	0.98	0.11	0.03	0.96	0.01	16.83	13.52	5.81	-2.51
11.76	-0.07	0.00	-0.07	0.00	-0.07	-0.07	-0.20	-3.20	0.59	0.98	0.11	0.03	0.96	0.01	16.87	13.57	5.81	-2.51
11.77	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.20	-3.20	0.59	0.98	0.11	0.03	0.96	0.01	16.91	13.61	5.81	-2.51
11.78	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.20	-3.20	0.58	0.98	0.11	0.03	0.96	0.01	16.94	13.65	5.81	-2.51
11.79	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.20	-3.20	0.58	0.98	0.11	0.03	0.96	0.01	16.98	13.70	5.80	-2.52
11.80	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.19	-3.20	0.57	0.98	0.11	0.03	0.96	0.01	17.02	13.74	5.80	-2.52
11.81	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.19	-3.20	0.56	0.98	0.10	0.03	0.96	0.01	17.06	13.78	5.80	-2.52
11.82	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.19	-3.20	0.56	0.98	0.10	0.03	0.96	0.01	17.10	13.82	5.80	-2.52
11.83	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.19	-3.20	0.55	0.98	0.10	0.03	0.96	0.01	17.13	13.86	5.80	-2.53
11.84	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.19	-3.20	0.55	0.98	0.10	0.03	0.96	0.01	17.17	13.91	5.80	-2.53
11.85	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.18	-3.20	0.54	0.98	0.10	0.03	0.96	0.01	17.21	13.95	5.79	-2.53
11.86	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.18	-3.20	0.54	0.98	0.10	0.03	0.96	0.01	17.25	13.99	5.79	-2.53
11.87	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.18	-3.20	0.53	0.98	0.10	0.03	0.96	0.01	17.28	14.03	5.79	-2.54
11.88	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.18	-3.20	0.52	0.98	0.10	0.03	0.96	0.01	17.32	14.07	5.79	-2.54
11.89	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.18	-3.20	0.52	0.98	0.10	0.03	0.96	0.01	17.36	14.11	5.79	-2.54
11.90	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.17	-3.20	0.51	0.98	0.10	0.03	0.96	0.01	17.39	14.15	5.79	-2.54
11.91	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.17	-3.20	0.51	0.98	0.10	0.03	0.96	0.01	17.43	14.19	5.78	-2.54
11.92	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.17	-3.20	0.50	0.98	0.10	0.03	0.96	0.01	17.46	14.23	5.78	-2.55
11.93	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.17	-3.20	0.50	0.98	0.10	0.03	0.96	0.01	17.50	14.27	5.78	-2.55
11.94	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.17	-3.20	0.49	0.98	0.10	0.03	0.96	0.01	17.54	14.31	5.78	-2.55
11.95	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.17	-3.20	0.49	0.98	0.10	0.03	0.96	0.01	17.57	14.35	5.78	-2.55
11.96	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.17	-3.20	0.48	0.98	0.10	0.03	0.96	0.01	17.61	14.38	5.78	-2.55
11.97	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.16	-3.20	0.48	0.98	0.10	0.03	0.96	0.01	17.64	14.42	5.78	-2.56
11.98	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.16	-3.20	0.48	0.98	0.10	0.03	0.96	0.01	17.68	14.46	5.77	-2.56
11.99	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.16	-3.20	0.47	0.98	0.10	0.03	0.96	0.01	17.71	14.50	5.77	-2.56
12.00	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.16	-3.20	0.47	0.98	0.10	0.03	0.96	0.01	17.74	14.54	5.77	-2.56
12.01	-0.06	0.00	-0.06	0.00	-0.07	-0.07	-0.16	-3.20	0.46	0.98	0.10	0.03	0.97	0.01	17.78	14.57	5.77	-2.56
12.02	-0.06	0.00	-0.06	0.00	-0.06	-0.06	-0.16	-3.20	0.46	0.98	0.10	0.03	0.97	0.01	17.81	14.61	5.77	-2.57
12.03	-0.06	0.00	-0.06	0.00	-0.06	-0.06	-0.15	-3.20	0.45	0.98	0.10	0.03	0.97	0.01	17.85	14.65	5.77	-2.57
12.04	-0.06	0.00	-0.06	0.00	-0.06	-0.06	-0.15	-3.20	0.45	0.98	0.09	0.02	0.97	0.01	17.88	14.69	5.76	-2.57
12.05	-0.06	0.00	-0.06	0.00	-0.06	-0.06	-0.15	-3.20	0.45	0.98	0.09	0.02	0.97	0.01	17.91	14.72	5.76	-2.57
12.06	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.15	-3.20	0.44	0.98	0.09	0.02	0.97	0.01	17.95	14.76	5.76	-2.57
12.07	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.15	-3.20	0.44	0.98	0.09	0.02	0.97	0.01	17.98	14.80	5.76	-2.58
12.08	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.15	-3.20	0.43	0.98	0.09	0.02	0.97	0.01	18.01	14.83	5.76	-2.58
12.09	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.15	-3.20	0.43	0.98	0.09	0.02	0.97	0.01	18.05	14.87	5.76	-2.58
12.10	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.15	-3.20	0.43	0.98	0.09	0.02	0.97	0.01	18.08	14.90	5.76	-2.58
12.11	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.14	-3.20	0.42	0.98	0.09	0.02	0.97	0.01	18.11	14.94	5.75	-2.58
12.12	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.14	-3.20	0.42	0.98	0.09	0.02	0.97	0.01	18.14	14.98	5.75	-2.58
12.13	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.14	-3.20	0.41	0.98	0.09	0.02	0.97	0.01	18.18	15.01	5.75	-2.59
12.14	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.14	-3.20	0.41	0.98	0.09	0.02	0.97	0.01	18.21	15.05	5.75	-2.59
12.15	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.14	-3.20	0.41	0.98	0.09	0.02	0.97	0.01	18.24	15.08	5.75	-2.59
12.16	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.14	-3.20	0.40	0.98	0.09	0.02	0.97	0.01	18.27	15.12	5.75	-2.59
12.17	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.14	-3.20	0.40	0.98	0.09	0.02	0.97	0.01	18.30	15.15	5.75	-2.59
12.18	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.14	-3.20	0.40	0.98	0.09	0.02	0.97	0.01	18.34	15.19	5.75	-2.60
12.19	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.13	-3.20	0.39	0.98	0.09	0.02	0.97	0.01	18.37	15.22	5.74	-2.60
12.20	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.13	-3.20	0.39	0.98	0.09	0.02	0.97	0.01	18.40	15.25	5.74	-2.60
12.21	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.13	-3.20	0.39	0.99	0.09	0.02	0.97	0.01	18.43	15.29	5.74	-2.60
12.22	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.13	-3.20	0.38	0.99	0.09	0.02	0.97	0.01	18.46	15.32	5.74	-2.60
12.23	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.13	-3.20	0.38	0.99	0.09	0.02	0.97	0.01	18.49	15.36	5.74	-2.60
12.24	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.13	-3.20	0.38	0.99	0.09	0.02	0.97	0.01	18.52	15.39	5.74	-2.61
12.25	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.13	-3.20	0.37	0.99	0.09	0.02	0.97	0.01	18.55	15.42	5.74	-2.61
12.26	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.13	-3.20	0.37	0.99	0.09	0.02	0.97	0.01	18.58	15.46	5.73	-2.61
12.27	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.13	-3.20	0.37	0.99	0.09	0.02	0.97	0.01	18.61	15.49	5.73	-2.61
12.28	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.36	0.99	0.09	0.02	0.97	0.01	18.64	15.52	5.73	-2.61
12.29	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.36	0.99	0.09	0.02	0.97	0.01	18.67	15.55	5.73	-2.61
12.30	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.36	0.99	0.09	0.02	0.97	0.01	18.70	15.59	5.73	-2.61
12.31	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.36	0.99	0.09	0.02	0.97	0.01	18.73	15.62	5.73	-2.62
12.32	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.35	0.99	0.09	0.02	0.97	0.01	18.76	15.65	5.73	-2.62
12.33	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.35	0.99	0.09	0.02	0.97	0.01	18.79	15.68	5.73	-2.62
12.34	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.35	0.99	0.08	0.02	0.97	0.01	18.82	15.72	5.72	-2.62
12.35	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.34	0.99	0.08	0.02	0.97	0.01	18.85	15.75	5.72	-2.62
12.36	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.34	0.99	0.08	0.02	0.97	0.01	18.88	15.78	5.72	-2.62
12.37	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.34	0.99	0.08	0.02	0.97	0.01	18.91	15.81	5.72	-2.62
12.38	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.12	-3.20	0.34	0.99	0.08	0.02	0.97	0.01	18.94	15.84	5.72	-2.63
12.39	-0.05	0.00	-0.05	0.00	-0.06	-0.06	-0.11	-3.20	0.33	0.99	0.08	0.02	0.97	0.01	18.97	15.87	5.72	-2.63
