f(GHz)	  e'	  e"	  u'	  u"	tan_e	tan_u	  RL	RL_med	 Zin	 S11	 S21	   A	   R	   T	 SEt	 SEr	 SEa	SEmr
11.63	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.09	-1.19	0.25	0.99	0.04	0.01	0.98	0.00	26.24	18.01	9.30	-1.07
11.64	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.09	-1.19	0.25	0.99	0.04	0.01	0.98	0.00	26.29	18.06	9.30	-1.07
11.65	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.08	-1.19	0.24	0.99	0.04	0.01	0.98	0.00	26.33	18.10	9.30	-1.07
11.66	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.08	-1.19	0.24	0.99	0.04	0.01	0.98	0.00	26.38	18.15	9.29	-1.07
11.67	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.08	-1.19	0.24	0.99	0.04	0.01	0.98	0.00	26.42	18.20	9.29	-1.07
11.68	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.08	-1.19	0.24	0.99	0.04	0.01	0.99	0.00	26.46	18.24	9.29	-1.07
11.69	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.08	-1.19	0.23	0.99	0.04	0.01	0.99	0.00	26.51	18.29	9.29	-1.07
11.70	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.08	-1.19	0.23	0.99	0.04	0.01	0.99	0.00	26.55	18.34	9.29	-1.07
11.71	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.08	-1.19	0.23	0.99	0.04	0.01	0.99	0.00	26.59	18.38	9.29	-1.07
11.72	-0.02	0.00	-0.02	0.00	-0.08	-0.08	-0.08	-1.19	0.23	0.99	0.04	0.01	0.99	0.00	26.64	18.43	9.28	-1.07
11.73	-0.02	0.00	-0.02	0.00	-0.08	-0.08	-0.08	-1.19	0.22	0.99	0.04	0.01	0.99	0.00	26.68	18.47	9.28	-1.07
11.74	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.08	-1.19	0.22	0.99	0.04	0.01	0.99	0.00	26.72	18.52	9.28	-1.07
11.75	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.08	-1.19	0.22	0.99	0.04	0.01	0.99	0.00	26.76	18.56	9.28	-1.08
11.76	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.08	-1.19	0.22	0.99	0.04	0.01	0.99	0.00	26.81	18.60	9.28	-1.08
11.77	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.21	0.99	0.04	0.01	0.99	0.00	26.85	18.65	9.28	-1.08
11.78	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.21	0.99	0.04	0.01	0.99	0.00	26.89	18.69	9.27	-1.08
11.79	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.21	0.99	0.04	0.01	0.99	0.00	26.93	18.73	9.27	-1.08
11.80	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.21	0.99	0.04	0.01	0.99	0.00	26.97	18.78	9.27	-1.08
11.81	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.21	0.99	0.04	0.01	0.99	0.00	27.01	18.82	9.27	-1.08
11.82	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.20	0.99	0.04	0.01	0.99	0.00	27.05	18.86	9.27	-1.08
11.83	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.20	0.99	0.04	0.01	0.99	0.00	27.09	18.90	9.27	-1.08
11.84	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.20	0.99	0.04	0.01	0.99	0.00	27.13	18.95	9.26	-1.08
11.85	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.20	0.99	0.04	0.01	0.99	0.00	27.17	18.99	9.26	-1.08
11.86	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.20	0.99	0.04	0.01	0.99	0.00	27.21	19.03	9.26	-1.08
11.87	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.19	0.99	0.04	0.01	0.99	0.00	27.25	19.07	9.26	-1.08
11.88	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.19	0.99	0.04	0.01	0.99	0.00	27.29	19.11	9.26	-1.08
11.89	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.19	0.99	0.04	0.01	0.99	0.00	27.33	19.15	9.26	-1.08
11.90	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.07	-1.19	0.19	0.99	0.04	0.01	0.99	0.00	27.36	19.19	9.25	-1.08
11.91	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.19	0.99	0.04	0.01	0.99	0.00	27.40	19.23	9.25	-1.08
11.92	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.18	0.99	0.04	0.01	0.99	0.00	27.44	19.27	9.25	-1.08
11.93	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.18	0.99	0.04	0.01	0.99	0.00	27.48	19.31	9.25	-1.09
11.94	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.18	0.99	0.04	0.01	0.99	0.00	27.52	19.35	9.25	-1.09
11.95	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.18	0.99	0.04	0.01	0.99	0.00	27.55	19.39	9.25	-1.09
11.96	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.18	0.99	0.04	0.01	0.99	0.00	27.59	19.43	9.25	-1.09
11.97	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.18	0.99	0.04	0.01	0.99	0.00	27.63	19.47	9.24	-1.09
11.98	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.17	0.99	0.04	0.01	0.99	0.00	27.66	19.51	9.24	-1.09
11.99	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.17	0.99	0.04	0.01	0.99	0.00	27.70	19.55	9.24	-1.09
12.00	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.17	0.99	0.04	0.01	0.99	0.00	27.74	19.59	9.24	-1.09
12.01	-0.02	0.00	-0.02	0.00	-0.07	-0.07	-0.06	-1.19	0.17	0.99	0.04	0.01	0.99	0.00	27.77	19.62	9.24	-1.09
12.02	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.06	-1.19	0.17	0.99	0.04	0.01	0.99	0.00	27.81	19.66	9.24	-1.09
12.03	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.06	-1.19	0.17	0.99	0.04	0.01	0.99	0.00	27.84	19.70	9.24	-1.09
12.04	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.06	-1.19	0.16	0.99	0.04	0.01	0.99	0.00	27.88	19.74	9.23	-1.09
12.05	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.06	-1.19	0.16	0.99	0.04	0.01	0.99	0.00	27.92	19.77	9.23	-1.09
12.06	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.06	-1.19	0.16	0.99	0.04	0.01	0.99	0.00	27.95	19.81	9.23	-1.09
12.07	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.06	-1.19	0.16	0.99	0.04	0.01	0.99	0.00	27.99	19.85	9.23	-1.09
12.08	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.06	-1.19	0.16	0.99	0.04	0.01	0.99	0.00	28.02	19.89	9.23	-1.09
12.09	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.16	0.99	0.03	0.01	0.99	0.00	28.06	19.92	9.23	-1.09
12.10	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.16	0.99	0.03	0.01	0.99	0.00	28.09	19.96	9.22	-1.09
12.11	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.15	0.99	0.03	0.01	0.99	0.00	28.12	20.00	9.22	-1.09
12.12	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.15	1.00	0.03	0.01	0.99	0.00	28.16	20.03	9.22	-1.09
12.13	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.15	1.00	0.03	0.01	0.99	0.00	28.19	20.07	9.22	-1.10
12.14	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.15	1.00	0.03	0.01	0.99	0.00	28.23	20.10	9.22	-1.10
12.15	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.15	1.00	0.03	0.01	0.99	0.00	28.26	20.14	9.22	-1.10
12.16	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.15	1.00	0.03	0.01	0.99	0.00	28.29	20.17	9.22	-1.10
12.17	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.15	1.00	0.03	0.01	0.99	0.00	28.33	20.21	9.21	-1.10
12.18	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.15	1.00	0.03	0.01	0.99	0.00	28.36	20.24	9.21	-1.10
12.19	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.14	1.00	0.03	0.01	0.99	0.00	28.39	20.28	9.21	-1.10
12.20	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.14	1.00	0.03	0.01	0.99	0.00	28.43	20.31	9.21	-1.10
12.21	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.14	1.00	0.03	0.01	0.99	0.00	28.46	20.35	9.21	-1.10
12.22	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.14	1.00	0.03	0.01	0.99	0.00	28.49	20.38	9.21	-1.10
12.23	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.14	1.00	0.03	0.01	0.99	0.00	28.52	20.42	9.21	-1.10
12.24	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.14	1.00	0.03	0.01	0.99	0.00	28.55	20.45	9.21	-1.10
12.25	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.14	1.00	0.03	0.01	0.99	0.00	28.59	20.48	9.20	-1.10
12.26	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.14	1.00	0.03	0.01	0.99	0.00	28.62	20.52	9.20	-1.10
12.27	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.14	1.00	0.03	0.01	0.99	0.00	28.65	20.55	9.20	-1.10
12.28	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.13	1.00	0.03	0.01	0.99	0.00	28.68	20.58	9.20	-1.10
12.29	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.13	1.00	0.03	0.01	0.99	0.00	28.71	20.62	9.20	-1.10
12.30	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.13	1.00	0.03	0.01	0.99	0.00	28.74	20.65	9.20	-1.10
12.31	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.13	1.00	0.03	0.01	0.99	0.00	28.78	20.68	9.20	-1.10
12.32	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.05	-1.19	0.13	1.00	0.03	0.01	0.99	0.00	28.81	20.72	9.19	-1.10
12.33	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.04	-1.19	0.13	1.00	0.03	0.01	0.99	0.00	28.84	20.75	9.19	-1.10
12.34	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.04	-1.19	0.13	1.00	0.03	0.01	0.99	0.00	28.87	20.78	9.19	-1.10
12.35	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.04	-1.19	0.13	1.00	0.03	0.01	0.99	0.00	28.90	20.81	9.19	-1.11
12.36	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.04	-1.19	0.13	1.00	0.03	0.01	0.99	0.00	28.93	20.85	9.19	-1.11
12.37	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.04	-1.19	0.12	1.00	0.03	0.01	0.99	0.00	28.96	20.88	9.19	-1.11
12.38	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.04	-1.19	0.12	1.00	0.03	0.01	0.99	0.00	28.99	20.91	9.19	-1.11
12.39	-0.02	0.00	-0.02	0.00	-0.06	-0.06	-0.04	-1.19	0.12	1.00	0.03	0.01	0.99	0.00	29.02	20.94	9.19	-1.11
