f(GHz)	  e'	  e"	  u'	  u"	tan_e	tan_u	  RL	RL_med	 Zin	 S11	 S21	   A	   R	   T	 SEt	 SEr	 SEa	SEmr
11.63	-2.86	0.23	-2.86	0.23	-0.08	-0.08	-9.50	-123.32	30.94	0.07	0.57	0.67	0.00	0.32	4.88	0.02	4.87	-0.01
11.64	-2.84	0.23	-2.84	0.23	-0.08	-0.08	-9.39	-123.32	29.76	0.07	0.57	0.67	0.00	0.33	4.82	0.02	4.82	-0.01
11.65	-2.83	0.22	-2.83	0.22	-0.08	-0.08	-9.28	-123.32	28.68	0.06	0.58	0.66	0.00	0.33	4.77	0.02	4.76	-0.01
11.66	-2.81	0.22	-2.81	0.22	-0.08	-0.08	-9.17	-123.32	27.71	0.06	0.58	0.66	0.00	0.34	4.71	0.02	4.71	-0.01
11.67	-2.79	0.22	-2.79	0.22	-0.08	-0.08	-9.07	-123.32	26.83	0.06	0.58	0.66	0.00	0.34	4.66	0.02	4.66	-0.01
11.68	-2.77	0.22	-2.77	0.22	-0.08	-0.08	-8.97	-123.32	26.03	0.06	0.59	0.65	0.00	0.35	4.61	0.02	4.61	-0.01
11.69	-2.75	0.21	-2.75	0.21	-0.08	-0.08	-8.87	-123.32	25.32	0.06	0.59	0.65	0.00	0.35	4.56	0.01	4.56	-0.01
11.70	-2.74	0.21	-2.74	0.21	-0.08	-0.08	-8.77	-123.32	24.68	0.06	0.59	0.64	0.00	0.35	4.51	0.01	4.51	-0.01
11.71	-2.72	0.21	-2.72	0.21	-0.08	-0.08	-8.67	-123.32	24.11	0.05	0.60	0.64	0.00	0.36	4.46	0.01	4.46	-0.01
11.72	-2.70	0.21	-2.70	0.21	-0.08	-0.08	-8.58	-123.32	23.59	0.05	0.60	0.64	0.00	0.36	4.41	0.01	4.41	-0.01
11.73	-2.68	0.20	-2.68	0.20	-0.08	-0.08	-8.49	-123.32	23.14	0.05	0.60	0.63	0.00	0.37	4.37	0.01	4.36	-0.01
11.74	-2.67	0.20	-2.67	0.20	-0.08	-0.08	-8.39	-123.32	22.74	0.05	0.61	0.63	0.00	0.37	4.32	0.01	4.32	-0.01
11.75	-2.65	0.20	-2.65	0.20	-0.07	-0.07	-8.30	-123.32	22.39	0.05	0.61	0.62	0.00	0.37	4.27	0.01	4.27	-0.01
11.76	-2.63	0.20	-2.63	0.20	-0.07	-0.07	-8.21	-123.32	22.09	0.05	0.61	0.62	0.00	0.38	4.23	0.01	4.23	-0.01
11.77	-2.62	0.19	-2.62	0.19	-0.07	-0.07	-8.13	-123.32	21.84	0.05	0.62	0.62	0.00	0.38	4.19	0.01	4.18	-0.01
11.78	-2.60	0.19	-2.60	0.19	-0.07	-0.07	-8.04	-123.32	21.62	0.05	0.62	0.61	0.00	0.38	4.14	0.01	4.14	-0.01
11.79	-2.59	0.19	-2.59	0.19	-0.07	-0.07	-7.96	-123.32	21.45	0.05	0.62	0.61	0.00	0.39	4.10	0.01	4.10	-0.01
11.80	-2.57	0.19	-2.57	0.19	-0.07	-0.07	-7.87	-123.32	21.32	0.05	0.63	0.61	0.00	0.39	4.06	0.01	4.06	-0.01
11.81	-2.56	0.19	-2.56	0.19	-0.07	-0.07	-7.79	-123.32	21.22	0.05	0.63	0.60	0.00	0.40	4.02	0.01	4.01	-0.01
11.82	-2.54	0.18	-2.54	0.18	-0.07	-0.07	-7.71	-123.32	21.16	0.06	0.63	0.60	0.00	0.40	3.98	0.01	3.97	-0.01
11.83	-2.53	0.18	-2.53	0.18	-0.07	-0.07	-7.63	-123.32	21.14	0.06	0.63	0.59	0.00	0.40	3.94	0.01	3.93	-0.01
11.84	-2.51	0.18	-2.51	0.18	-0.07	-0.07	-7.56	-123.32	21.15	0.06	0.64	0.59	0.00	0.41	3.90	0.01	3.90	-0.01
11.85	-2.50	0.18	-2.50	0.18	-0.07	-0.07	-7.48	-123.32	21.19	0.06	0.64	0.59	0.00	0.41	3.86	0.02	3.86	-0.01
11.86	-2.48	0.18	-2.48	0.18	-0.07	-0.07	-7.40	-123.32	21.27	0.06	0.64	0.58	0.00	0.41	3.82	0.02	3.82	-0.01
11.87	-2.47	0.17	-2.47	0.17	-0.07	-0.07	-7.33	-123.32	21.38	0.06	0.65	0.58	0.00	0.42	3.78	0.02	3.78	-0.01
11.88	-2.45	0.17	-2.45	0.17	-0.07	-0.07	-7.26	-123.32	21.53	0.06	0.65	0.58	0.00	0.42	3.75	0.02	3.74	-0.02
11.89	-2.44	0.17	-2.44	0.17	-0.07	-0.07	-7.19	-123.32	21.71	0.07	0.65	0.57	0.00	0.42	3.71	0.02	3.71	-0.02
11.90	-2.42	0.17	-2.42	0.17	-0.07	-0.07	-7.11	-123.32	21.93	0.07	0.65	0.57	0.00	0.43	3.68	0.02	3.67	-0.02
11.91	-2.41	0.17	-2.41	0.17	-0.07	-0.07	-7.04	-123.32	22.18	0.07	0.66	0.56	0.00	0.43	3.64	0.02	3.64	-0.02
11.92	-2.40	0.16	-2.40	0.16	-0.07	-0.07	-6.98	-123.32	22.46	0.07	0.66	0.56	0.01	0.43	3.61	0.02	3.60	-0.02
11.93	-2.38	0.16	-2.38	0.16	-0.07	-0.07	-6.91	-123.32	22.79	0.07	0.66	0.56	0.01	0.44	3.57	0.02	3.57	-0.02
11.94	-2.37	0.16	-2.37	0.16	-0.07	-0.07	-6.84	-123.32	23.15	0.07	0.66	0.55	0.01	0.44	3.54	0.02	3.54	-0.02
11.95	-2.36	0.16	-2.36	0.16	-0.07	-0.07	-6.78	-123.32	23.55	0.08	0.67	0.55	0.01	0.44	3.51	0.03	3.50	-0.02
11.96	-2.34	0.16	-2.34	0.16	-0.07	-0.07	-6.71	-123.32	24.00	0.08	0.67	0.55	0.01	0.45	3.47	0.03	3.47	-0.02
11.97	-2.33	0.16	-2.33	0.16	-0.07	-0.07	-6.65	-123.32	24.48	0.08	0.67	0.54	0.01	0.45	3.44	0.03	3.44	-0.02
11.98	-2.32	0.15	-2.32	0.15	-0.07	-0.07	-6.59	-123.32	25.02	0.08	0.67	0.54	0.01	0.45	3.41	0.03	3.41	-0.03
11.99	-2.30	0.15	-2.30	0.15	-0.07	-0.07	-6.52	-123.32	25.60	0.08	0.68	0.54	0.01	0.46	3.38	0.03	3.38	-0.03
12.00	-2.29	0.15	-2.29	0.15	-0.07	-0.07	-6.46	-123.32	26.23	0.08	0.68	0.53	0.01	0.46	3.35	0.03	3.34	-0.03
12.01	-2.28	0.15	-2.28	0.15	-0.07	-0.07	-6.40	-123.32	26.92	0.08	0.68	0.53	0.01	0.46	3.32	0.03	3.31	-0.03
12.02	-2.27	0.15	-2.27	0.15	-0.07	-0.07	-6.34	-123.32	27.67	0.09	0.68	0.53	0.01	0.47	3.29	0.03	3.28	-0.03
12.03	-2.25	0.15	-2.25	0.15	-0.07	-0.07	-6.29	-123.32	28.48	0.09	0.68	0.52	0.01	0.47	3.26	0.03	3.26	-0.03
12.04	-2.24	0.15	-2.24	0.15	-0.06	-0.06	-6.23	-123.32	29.35	0.09	0.69	0.52	0.01	0.47	3.23	0.03	3.23	-0.03
12.05	-2.23	0.14	-2.23	0.14	-0.06	-0.06	-6.17	-123.32	30.30	0.09	0.69	0.52	0.01	0.47	3.20	0.04	3.20	-0.03
12.06	-2.22	0.14	-2.22	0.14	-0.06	-0.06	-6.12	-123.32	31.32	0.09	0.69	0.51	0.01	0.48	3.17	0.04	3.17	-0.03
12.07	-2.21	0.14	-2.21	0.14	-0.06	-0.06	-6.06	-123.32	32.43	0.09	0.69	0.51	0.01	0.48	3.14	0.04	3.14	-0.04
12.08	-2.20	0.14	-2.20	0.14	-0.06	-0.06	-6.01	-123.32	33.63	0.09	0.70	0.51	0.01	0.48	3.12	0.04	3.12	-0.04
12.09	-2.18	0.14	-2.18	0.14	-0.06	-0.06	-5.95	-123.32	34.92	0.09	0.70	0.50	0.01	0.49	3.09	0.04	3.09	-0.04
12.10	-2.17	0.14	-2.17	0.14	-0.06	-0.06	-5.90	-123.32	36.32	0.09	0.70	0.50	0.01	0.49	3.06	0.04	3.06	-0.04
12.11	-2.16	0.14	-2.16	0.14	-0.06	-0.06	-5.85	-123.32	37.83	0.10	0.70	0.50	0.01	0.49	3.04	0.04	3.04	-0.04
12.12	-2.15	0.13	-2.15	0.13	-0.06	-0.06	-5.80	-123.32	39.46	0.10	0.70	0.50	0.01	0.50	3.01	0.04	3.01	-0.04
12.13	-2.14	0.13	-2.14	0.13	-0.06	-0.06	-5.75	-123.32	41.23	0.10	0.71	0.49	0.01	0.50	2.98	0.04	2.98	-0.04
12.14	-2.13	0.13	-2.13	0.13	-0.06	-0.06	-5.70	-123.32	43.15	0.10	0.71	0.49	0.01	0.50	2.96	0.04	2.96	-0.04
12.15	-2.12	0.13	-2.12	0.13	-0.06	-0.06	-5.65	-123.32	45.23	0.10	0.71	0.49	0.01	0.50	2.93	0.04	2.93	-0.04
12.16	-2.11	0.13	-2.11	0.13	-0.06	-0.06	-5.60	-123.32	47.49	0.10	0.71	0.48	0.01	0.51	2.91	0.04	2.91	-0.04
12.17	-2.09	0.13	-2.09	0.13	-0.06	-0.06	-5.55	-123.32	49.93	0.10	0.71	0.48	0.01	0.51	2.89	0.04	2.89	-0.04
12.18	-2.08	0.13	-2.08	0.13	-0.06	-0.06	-5.50	-123.32	52.59	0.10	0.72	0.48	0.01	0.51	2.86	0.04	2.86	-0.04
12.19	-2.07	0.13	-2.07	0.13	-0.06	-0.06	-5.46	-123.32	55.48	0.10	0.72	0.48	0.01	0.51	2.84	0.04	2.84	-0.05
12.20	-2.06	0.12	-2.06	0.12	-0.06	-0.06	-5.41	-123.32	58.62	0.10	0.72	0.47	0.01	0.52	2.81	0.04	2.82	-0.05
12.21	-2.05	0.12	-2.05	0.12	-0.06	-0.06	-5.37	-123.32	62.03	0.10	0.72	0.47	0.01	0.52	2.79	0.04	2.79	-0.05
12.22	-2.04	0.12	-2.04	0.12	-0.06	-0.06	-5.32	-123.32	65.74	0.10	0.72	0.47	0.01	0.52	2.77	0.04	2.77	-0.05
12.23	-2.03	0.12	-2.03	0.12	-0.06	-0.06	-5.28	-123.32	69.77	0.10	0.73	0.46	0.01	0.53	2.75	0.04	2.75	-0.05
12.24	-2.02	0.12	-2.02	0.12	-0.06	-0.06	-5.23	-123.32	74.15	0.10	0.73	0.46	0.01	0.53	2.72	0.04	2.73	-0.05
12.25	-2.01	0.12	-2.01	0.12	-0.06	-0.06	-5.19	-123.32	78.91	0.10	0.73	0.46	0.01	0.53	2.70	0.04	2.71	-0.05
12.26	-2.00	0.12	-2.00	0.12	-0.06	-0.06	-5.15	-123.32	84.08	0.10	0.73	0.46	0.01	0.53	2.68	0.04	2.68	-0.05
12.27	-1.99	0.12	-1.99	0.12	-0.06	-0.06	-5.11	-123.32	89.67	0.10	0.73	0.45	0.01	0.54	2.66	0.04	2.66	-0.05
12.28	-1.98	0.12	-1.98	0.12	-0.06	-0.06	-5.07	-123.32	95.70	0.10	0.73	0.45	0.01	0.54	2.64	0.04	2.64	-0.05
12.29	-1.97	0.11	-1.97	0.11	-0.06	-0.06	-5.02	-123.32	102.20	0.10	0.74	0.45	0.01	0.54	2.62	0.04	2.62	-0.05
12.30	-1.96	0.11	-1.96	0.11	-0.06	-0.06	-4.98	-123.32	109.16	0.10	0.74	0.45	0.01	0.54	2.60	0.04	2.60	-0.05
12.31	-1.95	0.11	-1.95	0.11	-0.06	-0.06	-4.94	-123.32	116.57	0.10	0.74	0.44	0.01	0.55	2.58	0.04	2.58	-0.05
12.32	-1.95	0.11	-1.95	0.11	-0.06	-0.06	-4.91	-123.32	124.40	0.10	0.74	0.44	0.01	0.55	2.56	0.04	2.56	-0.05
12.33	-1.94	0.11	-1.94	0.11	-0.06	-0.06	-4.87	-123.32	132.60	0.10	0.74	0.44	0.01	0.55	2.54	0.04	2.54	-0.05
12.34	-1.93	0.11	-1.93	0.11	-0.06	-0.06	-4.83	-123.32	141.07	0.10	0.74	0.44	0.01	0.55	2.52	0.04	2.52	-0.05
12.35	-1.92	0.11	-1.92	0.11	-0.06	-0.06	-4.79	-123.32	149.69	0.10	0.75	0.43	0.01	0.56	2.50	0.04	2.50	-0.05
12.36	-1.91	0.11	-1.91	0.11	-0.06	-0.06	-4.75	-123.32	158.29	0.10	0.75	0.43	0.01	0.56	2.48	0.04	2.49	-0.05
12.37	-1.90	0.11	-1.90	0.11	-0.06	-0.06	-4.72	-123.32	166.65	0.10	0.75	0.43	0.01	0.56	2.46	0.04	2.47	-0.05
12.38	-1.89	0.11	-1.89	0.11	-0.06	-0.06	-4.68	-123.32	174.53	0.10	0.75	0.43	0.01	0.56	2.44	0.04	2.45	-0.05
12.39	-1.88	0.11	-1.88	0.11	-0.06	-0.06	-4.64	-123.32	181.65	0.10	0.75	0.42	0.01	0.57	2.42	0.04	2.43	-0.05
