f(GHz)	  e'	  e"	  u'	  u"	tan_e	tan_u	  RL	RL_med	 Zin	 S11	 S21	   A	   R	   T	 SEt	 SEr	 SEa	SEmr
11.63	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	38.29	24.04	14.56	-0.31
11.64	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	38.33	24.09	14.56	-0.31
11.65	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	38.38	24.13	14.55	-0.31
11.66	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	38.42	24.18	14.55	-0.31
11.67	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.47	24.23	14.55	-0.31
11.68	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.51	24.27	14.55	-0.31
11.69	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.56	24.32	14.55	-0.31
11.70	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.60	24.37	14.54	-0.31
11.71	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.65	24.41	14.54	-0.31
11.72	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.69	24.46	14.54	-0.31
11.73	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.73	24.50	14.54	-0.31
11.74	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.78	24.55	14.54	-0.31
11.75	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.82	24.59	14.54	-0.31
11.76	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.86	24.64	14.53	-0.31
11.77	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.90	24.68	14.53	-0.31
11.78	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.95	24.73	14.53	-0.31
11.79	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	38.99	24.77	14.53	-0.31
11.80	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	39.03	24.81	14.53	-0.31
11.81	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	39.07	24.86	14.53	-0.31
11.82	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.06	1.00	0.01	0.00	1.00	0.00	39.11	24.90	14.52	-0.31
11.83	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.15	24.94	14.52	-0.31
11.84	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.19	24.98	14.52	-0.31
11.85	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.23	25.02	14.52	-0.31
11.86	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.27	25.07	14.52	-0.31
11.87	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.31	25.11	14.52	-0.31
11.88	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.35	25.15	14.52	-0.31
11.89	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.39	25.19	14.51	-0.31
11.90	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.43	25.23	14.51	-0.31
11.91	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.47	25.27	14.51	-0.31
11.92	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.51	25.31	14.51	-0.31
11.93	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.55	25.35	14.51	-0.31
11.94	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.59	25.39	14.51	-0.31
11.95	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.62	25.43	14.50	-0.31
11.96	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.66	25.47	14.50	-0.31
11.97	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.70	25.51	14.50	-0.31
11.98	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.74	25.55	14.50	-0.31
11.99	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.77	25.59	14.50	-0.31
12.00	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.81	25.63	14.50	-0.31
12.01	-0.01	0.00	-0.01	0.00	-0.07	-0.07	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.85	25.67	14.49	-0.31
12.02	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.88	25.70	14.49	-0.31
12.03	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.02	-0.32	0.05	1.00	0.01	0.00	1.00	0.00	39.92	25.74	14.49	-0.31
12.04	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.02	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	39.96	25.78	14.49	-0.31
12.05	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.02	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	39.99	25.82	14.49	-0.31
12.06	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.02	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.03	25.86	14.49	-0.31
12.07	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.02	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.06	25.89	14.49	-0.31
12.08	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.10	25.93	14.48	-0.31
12.09	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.14	25.97	14.48	-0.31
12.10	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.17	26.00	14.48	-0.31
12.11	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.21	26.04	14.48	-0.31
12.12	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.24	26.08	14.48	-0.31
12.13	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.27	26.11	14.48	-0.31
12.14	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.31	26.15	14.48	-0.31
12.15	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.34	26.18	14.47	-0.31
12.16	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.38	26.22	14.47	-0.32
12.17	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.41	26.25	14.47	-0.32
12.18	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.44	26.29	14.47	-0.32
12.19	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.48	26.32	14.47	-0.32
12.20	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.51	26.36	14.47	-0.32
12.21	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.54	26.39	14.47	-0.32
12.22	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.58	26.43	14.46	-0.32
12.23	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.61	26.46	14.46	-0.32
12.24	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.64	26.50	14.46	-0.32
12.25	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.68	26.53	14.46	-0.32
12.26	-0.01	0.00	-0.01	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.71	26.57	14.46	-0.32
12.27	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.74	26.60	14.46	-0.32
12.28	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.77	26.63	14.46	-0.32
12.29	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.80	26.67	14.45	-0.32
12.30	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.84	26.70	14.45	-0.32
12.31	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.87	26.73	14.45	-0.32
12.32	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.04	1.00	0.01	0.00	1.00	0.00	40.90	26.77	14.45	-0.32
12.33	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.03	1.00	0.01	0.00	1.00	0.00	40.93	26.80	14.45	-0.32
12.34	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.03	1.00	0.01	0.00	1.00	0.00	40.96	26.83	14.45	-0.32
12.35	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.03	1.00	0.01	0.00	1.00	0.00	40.99	26.86	14.45	-0.32
12.36	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.03	1.00	0.01	0.00	1.00	0.00	41.02	26.90	14.44	-0.32
12.37	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.03	1.00	0.01	0.00	1.00	0.00	41.05	26.93	14.44	-0.32
12.38	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.03	1.00	0.01	0.00	1.00	0.00	41.08	26.96	14.44	-0.32
12.39	-0.00	0.00	-0.00	0.00	-0.06	-0.06	-0.01	-0.32	0.03	1.00	0.01	0.00	1.00	0.00	41.12	26.99	14.44	-0.32
